numRules,groupSizeDist,placementDist,placementNumHostsPerLeaf,seed,podsAlgorithm,podsNumBitmaps,podsNumNodesPerBitmap,podsRedundancyPerBitmap,podsNumRules
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,12,64000
2668,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,12,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
652,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
3016,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
2658,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,10000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
1153,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
6404,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
241,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
7024,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
410,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
2205,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
512,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
5260,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
4143,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,1,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
652,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
3016,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
2658,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,2,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,0,random-fuzzy-match,3,3,6,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,64000
138,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
272,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
336,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
3574,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
36,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
513,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
126,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
1000,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,10000
138,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
272,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
336,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
3574,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
36,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
513,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
126,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
1000,uniform,colocate-colocate-uniform,12,1,exact-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,2,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,exact-match,3,3,0,10000
81,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
524,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
119,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
1483,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
253,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
261,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
0,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
183,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
3091,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,10000
81,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,64000
524,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,64000
119,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,64000
1483,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,64000
253,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,64000
0,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,64000
261,uniform,colocate-colocate-uniform,12,1,random-fuzzy-match,1,3,0,64000
